blockNumber,timestamp,msg.sender,pool,token0,token1,transactionHash,token0_symbol,token0_name,token1_symbol,token1_name
12504615,1621960449,0x01974549C9B9a30d47c548A16b120b1cAa7B586C,0xD017617f6F0fD22796E137a8240cc38F52a147B2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDe30da39c46104798bB5aA3fe8B9e0e1F348163F,0x74fdb2aa287a1780ee5d171cfc64bb5a5a8247b3cc4d20caa58e012b77955db6,WETH,Wrapped Ether,GTC,Gitcoin
12504698,1621961542,0x09beFe62d0697A3e608c850F41d85D80369E7506,0x0EEDDDcF6e26495d2Bb6fc21Fd565Bf20818ec81,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xDe30da39c46104798bB5aA3fe8B9e0e1F348163F,0x9f3ac7520bb5b58204853d2c91a3d3a12f6853a3c5f92b1c0e6f0bc78c0cf355,USDC,USD Coin,GTC,Gitcoin
12504752,1621962335,0xd259d197936c6C3787869078d7e6D8A6BFf7c568,0x537DE9477a639AD1d23Bc2DcfEB8Cc3032bc114C,0xb6EE9668771a79be7967ee29a63D4184F8097143,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x58337bfa434b41a386d33647c0c7d495fdb3b26f4036f52425a9b1bf13c3124b,CXO,CargoX Token,WETH,Wrapped Ether
12504756,1621962401,0x54452271C9414f78CBCC0FE6530946A95F4B65C9,0x60C51a68d3c75B62f723e6a2Da29C6f1fBe4B7C5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDe30da39c46104798bB5aA3fe8B9e0e1F348163F,0x078d02aebb5ea1ab5f9debd13eb24dea972a35b21909544dd7107a0af6cc6739,WETH,Wrapped Ether,GTC,Gitcoin
12504780,1621962657,0xD8FB12540e7D5E3a54B200162429286bC7730bad,0x06B1655b9D560de112759b4F0Bf57d6F005e72Fe,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDe30da39c46104798bB5aA3fe8B9e0e1F348163F,0xed6d18ad75739e402bfcd6221655bac32bbb59f3250c3b7a0001d63538830891,WETH,Wrapped Ether,GTC,Gitcoin
12504782,1621962678,0x154C1C8eE39377dfF5AecE5C9306DfB733805A9B,0x2c0eD2A13a6ec400118552E934c8B0e3a1Ba5950,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD1c2b75A500f42f32FF9D35dD6A007F71615a330,0x575e460a936c40c4be61add776f5ae3d3bf8517aafb4a48bdc469dd9da539f64,WETH,Wrapped Ether,CFC,Crowd Finance
12504792,1621962836,0x74Bd9C02a67D3A289cAc69676dba03AF49D8D2a6,0xDCc531A543799e06138AF64b20d919F1bba4e805,0x4F01887Cbd397a676921985639cEF79398204Cf0,0xfDcdfA378818AC358739621ddFa8582E6ac1aDcB,0x41c125c23e594a79980abef23e57ef2c36406c8b464ca3d9b8cef6bdb8bda247,CT1,CarToken1,CSC,Curio Stable Coin
12504839,1621963440,0x80D0d54050C15971b21e877D95441800f5AA9ee8,0xA5273840B68110031A5F83617Cd992a965683A41,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xAa6E8127831c9DE45ae56bB1b0d4D4Da6e5665BD,0x474bb0c23e3728c80a333b5d0e0f8e2263a59702082590b81d546e60081f8048,USDC,USD Coin,ETH2x-FLI,ETH 2x Flexible Leverage Index
12504940,1621965033,0x16c2D51B871De5Ff75EaaADf23527042F9835ab1,0xB203C4cC2E0D7e086D6A62d4f801137541efb469,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xe8c798c0496ad1698F39A0B9Af5f5b6019226018,0x8438d83d7a21df7a1c634d988c9e9074fa5ccd72a1aceb4a4d2b817bf60d1b52,USDT,Tether USD,WLC,WinlinkCoin
12505237,1621968905,0xE298a311949745b7009174A9bD7c990ffE3Eea5E,0xF4D686c684B2A05Cbd4fCCb77121B503e6d00389,0x70Cc41a7BA9101FDf402Bc0758B7C40fc704ad05,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x25fef308a2e700cf3a13944376ca2193df18c65b704f3295e872e6f0d83d537c,TRUST,Trustworks,WETH,Wrapped Ether
12505268,1621969490,0x1FF349a2d38845bf58C9543df97d0A1A0d0bE940,0xE2c5D82523E0E767B83D78E2bFc6FcD74D1432Ef,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,0x4af7a56aa460e0a5d457a343e27480a0738cfb967640b8c4507d9d4f687510b9,WETH,Wrapped Ether,TRIBE,Tribe
12505337,1621970408,0xa6DBA69f2f4700b5ae33eCC9192b973736819746,0xB6b965A08F298b75CA16D473d812e6A23B1D753F,0x6a30ef92f921836F3743a4A9d27e6CF2C8670b9B,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x542a4113e48f0bddd1e6972274e28b9d99111dd1c557fed7b524370d95d3f1e7,FLDX,FullDex,USDC,USD Coin
12505350,1621970603,0x41FcA140d705c6ccAc7E636212a764f1ae9CB151,0xc378Df6833fDF7AE85d71256DD189e7830A70826,0x9F6b222f6b0d3d73A27c1b844F2d7D3d86aceb5d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6ce11c44fc715bd328c19f189906da6259942f94d7dd9a300447d0cbd972acbd,QD,1QUAD,WETH,Wrapped Ether
12505489,1621972531,0xAE1c38847Fb90A13a2a1D7E5552cCD80c62C6508,0xABD57587522F6FA7d6d77AAAB8a22AFBfAFa015A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD01ef7C0A5d8c432fc2d1a85c66cF2327362E5C6,0x2f0c219fc1afeeef69b11a3da258fb2f008b83fe3f3ddf921a9c22c0a9f0bf46,WETH,Wrapped Ether,aETHb,Ankr Reward Earning ETH
12505584,1621973855,0x90bC96D796175C94F51B6AF5d27f8950DaeAE28E,0x06f171DE64205e4dD881c49D57E6E4adA7c37726,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD7EFB00d12C2c13131FD319336Fdf952525dA2af,0x3dda49f98aca37bf2b61eab597cc0ff9e9c1f4f774ee9c75d14fd216c1f76e17,WETH,Wrapped Ether,XPR,Proton
12505639,1621974558,0x5a784f3C55A9097E520A75ee96E24d1D7bF088AA,0x2E8E606B346aBC508cef020A9f98FF89657b629c,0x0caE3849778e450D14890650E06F04e68d0eD648,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4db2b1d47205a167f50bee0a059bbceee771357ba856c9cea004a60015e49f34,GATO,Gatocoin,WETH,Wrapped Ether
12505827,1621977286,0x1a2F2405Ba4D5f3c68c413D136AD81617DBacF58,0x145265236EFB291A96cC5EE69b50072F8FD36b62,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x744d70FDBE2Ba4CF95131626614a1763DF805B9E,0x704bac65a0af0cf65034f20e238cb0d0d0bc1abd76e67d090a7a501218dbcba7,DAI,Dai Stablecoin,SNT,Status Network Token
12505882,1621977810,0x75F3B20555B3d7DD9cE76f8A2D97e8a934a8F091,0x1C4a33aEf406b7Ab7f902323C989085f3f153c5E,0x3505F494c3f0fed0B594E01Fa41Dd3967645ca39,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x48ed97eaa66c96ea330f35d3d68f7d8a4984ed9db0e889a5b65d1a8c0e783d0c,SWM,SWARM,USDT,Tether USD
12505945,1621978488,0x1a2F2405Ba4D5f3c68c413D136AD81617DBacF58,0x2f6c2Da592ba0eAc2B4536BCB670D60C5c71FD12,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xAf30D2a7E90d7DC361c8C4585e9BB7D2F6f15bc7,0x57e80c96b6cf8e982b8d5d21c5a9764945e18c5670529e20ee1f6761ae763421,DAI,Dai Stablecoin,1ST,FirstBlood Token
12506209,1621982357,0x74cecE8C379Bb6FC279dD1368A4Ed4b1C442B12C,0x8a1E628b7181B1C0d76a873413ccB769a6129734,0x7dCC00b903Ecd6E0089dF4B7575AE52CA130B6a0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe85aaa2953506804503463d21fd3dd7cf31298da36d60bb3d3ddd8454e57d096,CLIT,Clitbit,WETH,Wrapped Ether
12506266,1621983091,0x69CB9f7cB8D09dDD82194123a96b80733b45bD21,0xBE58afB4E61a13CF2ea6b6052E2e05EAfe562aa8,0x476c5E26a75bd202a9683ffD34359C0CC15be0fF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4193acda7e6311f299928ae93466b2f910ea016a37617996b4e4661731314f77,SRM,Serum,WETH,Wrapped Ether
12506298,1621983363,0x94bBaf0999db51F5D957FA638520d562BbE114Ed,0xa46466ad5507bE77Ff5aBDc27DF9dFeDA9bD7aee,0x6810e776880C02933D47DB1b9fc05908e5386b96,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdf8ac88c61315d6394590da1f4db654bed61eb3ccbd95dfd4574ea0097786e21,GNO,Gnosis Token,WETH,Wrapped Ether
12506544,1621986583,0xdE07AbF5663B88FbD0974Ee69b3BC75971A29381,0x0e1284D71fF5C210D28723Ab27A5d3b0b1CA1eB2,0x7DD9c5Cba05E151C895FDe1CF355C9A1D5DA6429,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xfe13a071506252bf0e98f48c3e8e784062aec0f375b701c703259e85d26b487f,GLM,Golem Network Token,USDT,Tether USD
12506595,1621987213,0xdE07AbF5663B88FbD0974Ee69b3BC75971A29381,0x099BDe3538bD8c597EA627FBebec9653b1dd0af0,0xba100000625a3754423978a60c9317c58a424e3D,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xc56795ed2b932f584b84de43f6ef739bc9e71501e89900406c2458fb2ea32704,BAL,Balancer,USDT,Tether USD
12506703,1621988860,0xa4b8339D2162125b33A667b0D40aC5dec27E924b,0xFe7ddCf268873eF040657Fb7FD3E8c09DB8D8B9E,0x03ab458634910AaD20eF5f1C8ee96F1D6ac54919,0x6243d8CEA23066d098a15582d81a598b4e8391F4,0xe379d225a0cb1bec49eed7f65faa4804486317f808694434162f23992859330f,RAI,Rai Reflex Index,FLX,Flex Ungovernance Token
12506737,1621989329,0xC2f637015d6D372886cBEfDfed82Ec4140c7f540,0x2a372C76Aff0b6393c12520566a626fa6810f4C0,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xDe30da39c46104798bB5aA3fe8B9e0e1F348163F,0x5ca5867919e5c0a3f64976623373cd46f2a0c715e9d2e77fe22170a19eb99319,USDT,Tether USD,GTC,Gitcoin
12506799,1621990216,0xdE07AbF5663B88FbD0974Ee69b3BC75971A29381,0x17AB5860167cf2A7D671F579cfebD651162f7cC0,0xBbff34E47E559ef680067a6B1c980639EEb64D24,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xde630e148699e28a56318e5ae353f9940d2fccd22c7c113eee9b51a96110bc03,L2,Leverj Gluon,USDT,Tether USD
12506821,1621990557,0xdE07AbF5663B88FbD0974Ee69b3BC75971A29381,0xF74a97cc57f1691B4DF364264dF742E81B4c7754,0x0d88eD6E74bbFD96B831231638b66C05571e824F,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x7fd41555e03e659af1dc33edfdbc0f9e407c6c7c2ee3a22a572b417331d966b6,,,USDT,Tether USD
12506934,1621991901,0x83B5654564cAEe5c8E86a314B4E62330Db99Ce16,0xf4aD61dB72f114Be877E87d62DC5e7bd52DF4d9B,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x46e4ff0b988d204ae17f611cd232dc492ea80710860f83326ba44b336c3fc409,LDO,Lido DAO Token,WETH,Wrapped Ether
12506961,1621992244,0x58ac48d9a9d91742d1E12afFcf3A1f8b3E31A73D,0x888a0559Ba50b87dF7238341e51c3Ab122E68834,0x3155BA85D5F96b2d030a4966AF206230e46849cb,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf2a298c4cf205b08b81d5ad154191edebdc78a5b3e30d0e618d6ee4143dc2577,RUNE,THORChain ETH.RUNE,USDT,Tether USD
12507237,1621996015,0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d,0x67B62f0cb3039e2c1efc64e853Db7317Db4f3974,0x03ab458634910AaD20eF5f1C8ee96F1D6ac54919,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xa9285def7f224bb516adaebee97297b5a4c04d35e1f8d5c17e49973c06842434,RAI,Rai Reflex Index,DAI,Dai Stablecoin
12507451,1621998701,0xED011481a2b330db732e34497188940b51b2B2ce,0x5fA2AABD1401537B0f16b191558542EB1769bbE1,0x705eFF974c9C5e479f13d890dF4f72EFB26aeDb2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3487de2f95f8bbcbaa118ff09afc4cd476bc29dbd9405d04a88f86dbf8a3b578,UtEd,Utopia Educators,WETH,Wrapped Ether
12507547,1621999964,0xE9ACd5858774d9d7FEC3b122AC786f5ca37aBB0C,0xe618D00B8ed613e3A551F2a17BB8018534D55418,0xa1d6Df714F91DeBF4e0802A542E13067f31b8262,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1a614b3e1776adb70059829cc78d42ae93e0b06c02730f84fbc22258e646ee77,RFOX,RFOX,WETH,Wrapped Ether
12507614,1622000896,0xD65BecD94B565F0fF0EB477e248CcD1507b6F0EA,0xAAC4F2193011aA80c4549e92FeB68aAf647E82CC,0x8064d9Ae6cDf087b1bcd5BDf3531bD5d8C537a68,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6a22649c4d86a4b3ab1a0c21832a0e50d092fe65946bed3677c0c79726910b56,oBTC,BoringDAO BTC,WETH,Wrapped Ether
12507726,1622002300,0x46499275b5c4d67dfa46B92D89aADA3158ea392e,0x387A79B14DDAB98f703ED8ef48Bf59b08DFfe92a,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xB4EFd85c19999D84251304bDA99E90B92300Bd93,0x3225875a40594eb8e4b56aa241b7f4ebc93cdc06ca9cd158e39bf6c0acd168b6,USDC,USD Coin,RPL,Rocket Pool
12507813,1622003288,0xE30577Ae13bbF017dA86B8E8Ae61EC5e96745873,0xB5fe2469F920986aC50d47764aBCcd513B14B805,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF1A9e30FcF023145939D9C56e5c79440c99707b3,0x75a90421c34626d4ab8c248f25865c437cf62683dae9955fa3a4655fde4cb782,WETH,Wrapped Ether,PIC,Pichi Coin
12507931,1622004937,0x8F2b195992046C364de1eEe5bD7a1060be2d82fA,0x4Fe4465943b6696d40F06b323A8a3256Df452CCA,0x65040331cD089670fFB25eE15845a7c876B8A728,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6866e98c26c1912f4699d6fa38a3cae5c94adbc90e75a0c73f3fe4237148c1ea,WATER,Water,WETH,Wrapped Ether
12507933,1622004975,0xdE07AbF5663B88FbD0974Ee69b3BC75971A29381,0x68F73e2180024DB5B54E0E119d4F5128953F9417,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xbc4e271f899cf476a8a333e06aa6c14fc238730c990257ffe7a75ec93d6ae43a,MATIC,Matic Token,USDT,Tether USD
12507951,1622005199,0xE30577Ae13bbF017dA86B8E8Ae61EC5e96745873,0x24924Eb8c883e4E686Ed6052D1A015089e6bAF0e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF1A9e30FcF023145939D9C56e5c79440c99707b3,0x16df7968d4c122105b5c27d0d384963c5a2cd6fa4173a284abd02f0a714abc73,WETH,Wrapped Ether,PIC,Pichi Coin
12508042,1622006421,0x8C5fC43ad00Cc53e11F61bEce329DDc5E3ea0929,0xf0A1088219aD372e971E62AdeC376377EA875Ad0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD69F306549e9d96f183B1AecA30B8f4353c2ECC3,0xfdee22b5ca255dd209cf767a00e510d43ebfa5980865c2df0ffa7c5eafc3dc39,WETH,Wrapped Ether,MCHC,MCHCoin
12508103,1622007059,0x7E06fabB5e71b3fE7e835336624c9641351f3324,0xC055A9Cb9a0a7450A4F59b37C1E0a2F6683f98D7,0x9e70240d2A8a30a592d3F076441C4F303b26dE12,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1e9bc555bde1efa4e85ae308210445d517e2c95d6858135998c25afe30cdcde2,OCT,Wrapped OCT,WETH,Wrapped Ether
12508199,1622008101,0xE42F880c5E8b2C20981F68848aFE6F1583D2EE08,0x6fBA9ef54B841Dda97802B0707fa9e210Cb48D01,0x8Ab7404063Ec4DBcfd4598215992DC3F8EC853d7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2d0239b2829950981d36d923a38dadc0f0e3fd11fc8eb4c8490dd946079b6a3c,AKRO,Akropolis,WETH,Wrapped Ether
12508253,1622008902,0x466F3e311b1E078A63Ec6fef4BB2d7949646A743,0xB9Fc34BDce2aa7D115ABE2e23fDEB3E6FC9E19b9,0x9C1d472aD2881a2cac7721889B30adF8468C1D10,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xef6724a7082f294f7981d196d280c13f62a11890d7f8b03d09543bdc8191f61e,TEX,Total.Exchange,WETH,Wrapped Ether
12508286,1622009370,0xE42F880c5E8b2C20981F68848aFE6F1583D2EE08,0xe204a0F8D72B56eF129b913A4d737d6e800C0508,0x3DB6Ba6ab6F95efed1a6E794caD492fAAabF294D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x9798da2deb18f6367821e0a5825352afa93a5b9c7c0814dfb13a2c3d122a911c,LTO,LTO Network Token,WETH,Wrapped Ether
12508290,1622009404,0xD7169D72187C58461085883727dBB2BdcEA71295,0xB38cCd4311EdA6529F5dE99ea959B3884D09B955,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE95A203B1a91a908F9B9CE46459d101078c2c3cb,0xd45c50f26175f48ab7c3f17f96b17f623b4d7bdb04bc58287e705f8588781260,WETH,Wrapped Ether,ankrETH,Ankr Staked ETH
12508303,1622009629,0xE42F880c5E8b2C20981F68848aFE6F1583D2EE08,0xa497E3d00adedc8886F644EE6c03C3F2eE67D0e3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe1b583dc66e0A24Fd9Af2dC665f6F5e48978E106,0xf27f7eb9432d7473e9b705c7ad785761b42d5cdd7daa0242300744606d4870ee,WETH,Wrapped Ether,MEE,MEE Token
12508365,1622010549,0xe0D34CbD0Fd18d86f5D0E4bCBB487328a7d43b5D,0xc641bf5F45760644fd613AACDaC34f3936Ba4C41,0x6d70Aa2F103A2Cc342e8629E54ce385BfB08F239,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbc2a41ef95319673d26dea80f455b8698bed7cccd3bb50465b2203733595a46a,MOONCAT,MoonCat Token,WETH,Wrapped Ether
12508505,1622012334,0x4548483B73737bff98a6F7C3AB1fbc81eF785F1E,0x060CB8bc18d68f07738634d52cbC82696001Fe3E,0x9DF591e2CD3D66257739d1C7f645701BCB5834b7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x300e54f9bf25e32a70cb4a603bb4e17d99156244a692bc039538dfd0a72e0068,IXIV,IXI Ventures Token,WETH,Wrapped Ether
12508838,1622017053,0x5E3cf495e68fef6173F3161816aB434485D30Aa3,0xEC3bC0c942Aac1c94e83fdc7786Fcf06E95D1535,0xd0100704bDD284242C7144003e15c422b9C5C024,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xd68db34a5ec50b88ee16ddd5e82ee5cdce07a8651528466e8f3e02a5fa74a8ef,ALC,ALUCOIN,USDT,Tether USD
12508957,1622018646,0xa8ff20f8825C758C8404B9EDbee354e7C4231Cd8,0xb80946cd2B4b68beDd769A21CA2F096EAD6E0EE8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,0xe0a3323c899edf030b141ec80cef775acde5b8cd96f5cc976a7ffd470a2f9499,WETH,Wrapped Ether,ALCX,Alchemix
12508984,1622018958,0x81DC6F15eE72F6E6d49CB6Ca44C0Bf8E63770027,0xCBf3dAF2e4a3bE10Fad16cB5A388daC56D5B3a02,0xd49EFA7BC0D339D74f487959C573d518BA3F8437,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf5238205dc52416d53cd9387a1c81e400e7eb90bef2d15784173afdc5a107a63,COLI,Coliquidity Token,USDT,Tether USD
12509053,1622019946,0x4CF47D9730A9740f140265D46C5E0Cb7E73893A6,0x3FeD392Cde08Fa170d6Ef924eB886E7967fDf164,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF70a642bD387F94380fFb90451C2c81d4Eb82CBc,0xc6a0b990d4f96aff1de09a7ff4d0911c61330ec83d79f3d1e7c37fb97c3b38d8,WETH,Wrapped Ether,STAR,Starbase
12509145,1622021026,0x20e99E8DB53408e0033119A10Bcc2921C97B99eA,0x0F8C3761C1Fa9187DE5Bf1BA62Db4C5976555e29,0xaA9d4F56676938F913A71E9F179b7104d99e4e69,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe16d2f0f4c267dbfced9184ffa647bf00b98d294b7f623cf465a8268bfc6caeb,TKT,TKT Token,WETH,Wrapped Ether
12509292,1622023011,0x6c3D8872002B66C808aE462Db314B87962DCC7aF,0x2a0330c7e979A4d18E5B0C987b877DA24dd37D04,0x626E8036dEB333b408Be468F951bdB42433cBF18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x569e3b8207f3ee78a8e929f009ceb254fa16339c3bc32b5d353b83f26e4a88e2,AIOZ,AIOZ Network,WETH,Wrapped Ether
12509487,1622025480,0x01E6b50557eF1a2ca58A621998aCe3f278E808B8,0x1eeFC75cc4458e651480e80d74B263b77a93CB11,0xbC396689893D065F41bc2C6EcbeE5e0085233447,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x98e09b0148c2e626fbf23e9e2e7b56d9ec187aab4ad1c530a199ed457f02e875,PERP,Perpetual,WETH,Wrapped Ether
12509487,1622025480,0x271B4e16503822C28091AF28013338e43F9CA2A4,0xDcEb026BdbEaBeF09b823de8Cb76AACB899cf576,0x2781246fe707bB15CeE3e5ea354e2154a2877B16,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x325416444e3a55643f33d49210a34815831afe147cb38e58034e737152d8abb9,EL,ELYSIA,WETH,Wrapped Ether
12509617,1622027281,0xF212cE21a97dbe30999a4c2B309d278BCcBb686A,0x0dB6a5bf8588AFd9C84ea79591644E6e0474E63b,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xDB5C3C46E28B53a39C255AA39A411dD64e5fed9c,0x992f751a67ee8cd8db4a36f540efc1e80d522279d378edfb0f8fd28cf6bc6b8c,DAI,Dai Stablecoin,NCR,Neos Credits
12509798,1622030073,0xc13456A34305e9265E907F70f76B1BA6E2055c8B,0x77F2435e54E8e2AE492D697887F93D99D69c4668,0x88A9A52F944315D5B4e917b9689e65445C401E83,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x40f01c94e56db8343146366c01acd1bdac4a5154f828083a331347dcc3b729ec,FEAR,Fear NFTs,WETH,Wrapped Ether
12509872,1622031242,0xF68f1DD4de79C49E219db8BD6EB6fC674D14045f,0x30c14f6D23Cc63f57a2dEb685fEe466aC7A93eF9,0xBce8F14e2DcfDdE24d474a6a41ad3d9856582dbc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7100ffbe6d152aa202cbfc27c7d4fb02ff35e988a358900eec81bd1c40a92ab4,ZWP,Zwiipi,WETH,Wrapped Ether
12509888,1622031420,0x25A5248D6EC161Fdcfe53AF9c61b9754fFB787De,0xB35d0B9d64f06454aEF8C6ca5237B22453AfB439,0x4a338DEAe94Db23b150F27Cea1Fa91972c6B7813,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xef5a527c4563a366fa44050ed13bce62522f2ff4f926f64718e8815537ceb382,SALE,Presale,WETH,Wrapped Ether
12510013,1622033017,0x45f1FAbF4a349d3DC525c4CB26E024Be76f8dDaC,0x543842CBfef3B3F5614B2153c28936967218A0E6,0x761D38e5ddf6ccf6Cf7c55759d5210750B5D60F3,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x48cf423d980d95ef0d1ac46191fc645b22c21182310ef560ec1f5aa578cc1b5b,ELON,Dogelon,USDT,Tether USD
12510020,1622033118,0x0338aF52831b18384c68Ac29065104947AA3C766,0x82b5F8fC2DA06BaC949180c2fa276439F9192Fa5,0x2cD3965Fb18831030BF325f0BA0FF827113b94D2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x579e4943e717c1827627a3bd46227f94c104c66dca5f092e373321feea3b71c0,SGLU,股粒优权益证明-GuLiYou Token,WETH,Wrapped Ether
12510201,1622035478,0x0338aF52831b18384c68Ac29065104947AA3C766,0x306c0cC99Fac9afB2109abE42d17D0e10b36F95e,0x2cD3965Fb18831030BF325f0BA0FF827113b94D2,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4a928234d5669e071e8573f5be740c7e87fbb4c0a93f7ed01e5f06c0b660471c,SGLU,股粒优权益证明-GuLiYou Token,USDT,Tether USD
12510660,1622041593,0xBe13E4664bA14aeC276FABD9B6F314a25f6A7805,0x3809AdCA4811B1EC74Ae60C10DF212EF85eB3F19,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF27f8F45bc81fB0aEe849d31b5Ac1192b721962b,0xad514d35585b440c04990e17a43fb7239e92e8b6557f8c7f8d56f4612e02d7ee,WETH,Wrapped Ether,BAG,BlockChain Advocacy Group
12510918,1622045324,0xC94B4071AaB766AC6D868F2Ff401645F72D5FC0a,0x4d64FDedC4321a23B4dff449AF0e54Ddd42E9925,0x504cDe95dBC5d90d09B802F43B371971adbEcf79,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7924b4218680efac9d4c37fdc802fb7007f501d8b560cedd4d13f3c826a23985,CenX,Centralex Token,WETH,Wrapped Ether
12510955,1622045777,0xF4783FbC12ed85132D8B2062f30c82423845e36b,0x736818F46CC3f5d25F08a13DBa8FdE273d73E7F2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfb2303D0D3Cd882a2E3440c6e3a9676A96E1FCda,0xe59197d3775d5ad838bfdbe0d3baee771c67e488ad68e31d50a83ca9fa36f4f3,WETH,Wrapped Ether,START,StarToken
12511249,1622049387,0xA4981CaD0E385Cd956a5Febb904F36fDDaa9DCfe,0x0D03EEbe59cACB5dD521BDEeD94F7Ff4ce9e939a,0x8eEF5a82E6Aa222a60F009ac18c24EE12dBf4b41,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x31826412e6441a3f97f9154135da8c2290d84a34876f8cb14f39e1a22944d57c,TXL,Tixl Token,WETH,Wrapped Ether
12511518,1622052751,0xb78E3E8bd36B3228322d0a9d3271B5FbB7997fA3,0xbda1200eeD6aA819c781F3B66d1312A3B703eB2e,0xb056c38f6b7Dc4064367403E26424CD2c60655e1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7c3be6d1570dc462a880682ceca3cb2bfd060ab38a7a2c49a4f0cd8a1c69df24,CEEK,CEEK,WETH,Wrapped Ether
