pool_address,token0_address,token1_address,token0_bal,token1_bal,lp_supply,token0_symbol,token1_symbol,block,ts
0xAE461cA67B15dc8dc81CE7615e0320dA1A9aB8D5,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12993354.673562802,12988151.623738,11.519078916927961,DAI,USDC,17029087,1681267919
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,435653677.63087994,34091.356753653105,3818243.655669078,WISE,WETH,17002087,1680937343
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,435658185.1881177,34091.008509617815,3818243.655669078,WISE,WETH,17005087,1680974159
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,435719631.74126583,34086.21530953769,3818243.655669078,WISE,WETH,17008087,1681010759
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,435719631.74126583,34086.21810656308,3818243.655669078,WISE,WETH,17011087,1681047527
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,435732967.97334224,34085.177978675005,3818243.655669078,WISE,WETH,17014087,1681084451
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,435778077.1939168,34081.660262794205,3818243.655669078,WISE,WETH,17017087,1681121027
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,435774699.0176934,34081.925262794204,3818243.655669078,WISE,WETH,17020087,1681157843
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,435774699.0176934,34081.925262794204,3818243.655669078,WISE,WETH,17023087,1681194527
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,435766596.38893586,34082.56088779421,3818243.655669078,WISE,WETH,17026087,1681231283
0x21b8065d10f73EE2e260e5B47D3344d3Ced7596E,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,436091749.44668233,34057.22488984964,3818243.655669078,WISE,WETH,17029087,1681267919
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9097555.146292442,31522311.508235388,25660924.037417922,FEI,TRIBE,17002087,1680937343
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9097555.146292442,31522311.508235388,25660924.037417922,FEI,TRIBE,17005087,1680974159
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9096602.884210633,31525621.296389382,25660924.037417922,FEI,TRIBE,17008087,1681010759
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9063764.850454459,31640182.66972042,25660924.037417922,FEI,TRIBE,17011087,1681047527
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9077614.740707247,31592181.938723817,25660924.037417922,FEI,TRIBE,17014087,1681084451
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9067843.554775925,31626326.997700635,25660924.037417922,FEI,TRIBE,17017087,1681121027
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9121125.25114273,31442162.89013539,25660924.037417922,FEI,TRIBE,17020087,1681157843
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9194620.798707774,31191612.295684826,25660924.037417922,FEI,TRIBE,17023087,1681194527
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9183253.354440868,31230338.881741885,25660924.037417922,FEI,TRIBE,17026087,1681231283
0x9928e4046d7c6513326cCeA028cD3e7a91c7590A,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,9178388.951344566,31246940.333237994,25660924.037417922,FEI,TRIBE,17029087,1681267919
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15672.284845516127,29402119.734405,0.2970301418285682,WETH,USDT,17002087,1680937343
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15708.640719275361,29351161.46324,0.29710524160670065,WETH,USDT,17005087,1680974159
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15781.213225784813,29291329.914928,0.29746724596045726,WETH,USDT,17008087,1681010759
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15855.431133939242,29122052.566528,0.2972856370249136,WETH,USDT,17011087,1681047527
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15788.627907973821,29397299.231599,0.29804236625706165,WETH,USDT,17014087,1681084451
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15771.90663840882,29330616.532931,0.2975341558972491,WETH,USDT,17017087,1681121027
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15645.022554709878,29555656.05884,0.2974481399977232,WETH,USDT,17020087,1681157843
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15530.08294349095,29792240.539074,0.29751590099092146,WETH,USDT,17023087,1681194527
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15558.026582077815,29698396.613594,0.2972937677534959,WETH,USDT,17026087,1681231283
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,15769.61901810641,29330018.498685,0.2974264046426341,WETH,USDT,17029087,1681267919
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,839109.4516630309,8172095.296902014,2024688.4877038887,FXS,FRAX,17002087,1680937343
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,853149.3476053512,8038400.479498773,2024688.4877038887,FXS,FRAX,17005087,1680974159
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,867294.9822181538,7908223.759627955,2024688.4877038887,FXS,FRAX,17008087,1681010759
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,885163.5125833028,7749418.805027959,2024688.4877038887,FXS,FRAX,17011087,1681047527
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,878922.8270277553,7805095.5452884305,2024688.4877038887,FXS,FRAX,17014087,1681084451
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,879897.0480102801,7796715.891588022,2024688.4877038887,FXS,FRAX,17017087,1681121027
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,870745.6342934801,7878967.268427191,2024688.4877038887,FXS,FRAX,17020087,1681157843
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,872960.9505874505,7859375.157350897,2024688.4877038887,FXS,FRAX,17023087,1681194527
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,882992.6639527873,7770557.568645323,2024688.4877038887,FXS,FRAX,17026087,1681231283
0xE1573B9D29e2183B1AF0e743Dc2754979A40D237,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,896611.2800366818,7653648.024863448,2024688.4877038887,FXS,FRAX,17029087,1681267919
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17002087,1680937343
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17005087,1680974159
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17008087,1681010759
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17011087,1681047527
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17014087,1681084451
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17017087,1681121027
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17020087,1681157843
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17023087,1681194527
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17026087,1681231283
0x61B62c5D56ccD158A38367eF2f539668a06356aB,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,36122597.36818842,14871891.388104,21.541798827125735,FNK,USDT,17029087,1681267919
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,173.57983373,2602.0017178398566,0.005414749641400481,WBTC,WETH,17002087,1680937343
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,173.49284755,2603.3214701855177,0.005414749641400481,WBTC,WETH,17005087,1680974159
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,172.96122099,2611.3509198242577,0.005414749641400481,WBTC,WETH,17008087,1681010759
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,172.2438551,2622.280191129236,0.005414749641400481,WBTC,WETH,17011087,1681047527
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,172.23493659,2622.675236724886,0.005414749641400481,WBTC,WETH,17014087,1681084451
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,172.18389689,2623.461943911274,0.005414749641400481,WBTC,WETH,17017087,1681121027
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,171.2148022,2638.428330262452,0.005414749641400481,WBTC,WETH,17020087,1681157843
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,169.93856113,2658.3388680404614,0.005414749641400481,WBTC,WETH,17023087,1681194527
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,169.06191344,2668.354933421676,0.005410856159431052,WBTC,WETH,17026087,1681231283
0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,167.81191859,2688.204037795312,0.005410709520139628,WBTC,WETH,17029087,1681267919
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3804372.384391,3808726.322787,2.990826345558e-06,USDC,USDT,17002087,1680937343
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3821365.392444,3825083.745708,3.003855957904e-06,USDC,USDT,17005087,1680974159
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3817877.36942,3819980.854137,3.000447447827e-06,USDC,USDT,17008087,1681010759
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3825995.029796,3822626.019801,3.004631063866e-06,USDC,USDT,17011087,1681047527
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3834488.120159,3837598.789558,3.013793846814e-06,USDC,USDT,17014087,1681084451
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3840132.914699,3834143.114286,3.014614485118e-06,USDC,USDT,17017087,1681121027
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3840630.042068,3832690.686863,3.014184463951e-06,USDC,USDT,17020087,1681157843
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3840142.82677,3839137.799411,3.01649274918e-06,USDC,USDT,17023087,1681194527
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3830873.414897,3833178.681482,3.010427203787e-06,USDC,USDT,17026087,1681231283
0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,3832884.548202,3831559.33831,3.010551655214e-06,USDC,USDT,17029087,1681267919
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7897814.062569729,4212.029692732331,100581.51558192943,DAI,WETH,17002087,1680937343
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7887031.087016178,4217.770125657448,100580.34188408588,DAI,WETH,17005087,1680974159
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7858221.203213842,4233.229050947312,100578.64261902968,DAI,WETH,17008087,1681010759
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7823697.281372951,4251.564032131078,100572.9639670812,DAI,WETH,17011087,1681047527
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7864553.69999861,4229.661328418672,100572.9639670812,DAI,WETH,17014087,1681084451
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7875003.130087134,4224.144027485369,100572.9639670812,DAI,WETH,17017087,1681121027
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7922310.528356274,4199.498498450483,100572.97675029383,DAI,WETH,17020087,1681157843
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7987447.897236823,4165.205257070331,100565.52168671468,DAI,WETH,17023087,1681194527
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7970991.0437977165,4174.01170797414,100565.52168671468,DAI,WETH,17026087,1681231283
0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7887394.101359828,4219.014038263028,100565.52168671468,DAI,WETH,17029087,1681267919
0xB20bd5D04BE54f870D5C0d3cA85d82b34B836405,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xdAC17F958D2ee523a2206206994597C13D831ec7,39870.39896200062,40136.970537,0.0342870549347731,DAI,USDT,17002087,1680937343
0xB20bd5D04BE54f870D5C0d3cA85d82b34B836405,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xdAC17F958D2ee523a2206206994597C13D831ec7,39899.35967908802,40042.43848,0.034257143834773095,DAI,USDT,17005087,1680974159
